rank,artist_names,track_name,source,peak_rank,popularity_float,days_on_chart,daysonchart_float,streams,streams_float,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_genre,date
186,sloppy dim,カタコト,Warner Music D.N.A.,89,-1,270,2.7,19669,0.02,0.9,0.629,4,-6.613,1,0.0695,0.591,0.00474,0.165,0.909,135.02,158889,4,japanese pop rap,2022-01-01
191,もさを。,ぎゅっと。,Mosawo,31,199,505,5.1,19481,0.02,0.8,0.363,4,-7.304,1,0.0383,0.814,0.0,0.103,0.774,119.994,269747,4,japanese teen pop,2022-01-01
197,Yoru no Hitowarai,ワライカタ,夜のひと笑い,126,-1,29,0.3,19222,0.02,0.8,0.541,0,-5.255,1,0.0294,0.777,0.0,0.111,0.808,110.08,216000,4,japanese viral pop,2022-01-01
,Hildegard,Jour 1,Warner Music Group,28,,1182,11.8,274274,0.27,0.7,0.514,2,-9.574,1,0.0315,0.0187,0.538,0.113,0.141,137.985,294025,4,,2016-10-12
,The Stranglers,Duchess,Sony Music Entertainment,40,,50,0.5,213876,0.21,0.5,0.695,9,-11.77,1,0.0393,0.000909,0.00741,0.069,0.658,129.723,149427,4,"art rock, glam rock, new romantic, new wave, new wave pop, post-punk, protopunk, pub rock, punk, rock, ska, synthpop, zolo",2021-10-06
,Kate Bush,Wuthering Heights,Universal Music Group,69,,1389,13.9,276633,0.28,0.5,0.392,1,-11.381,1,0.0312,0.366,0.0452,0.124,0.52,124.572,269067,4,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",2003-08-09
,We Are Scientists,"Nobody Move, Nobody Get Hurt",BMG Rights Management,52,,308,3.1,157736,0.16,0.5,0.969,6,-4.739,1,0.0968,0.000702,0.0,0.332,0.593,144.012,192311,4,"alternative dance, dance-punk, indie rock, modern rock, new rave",2006-11-13
,Cautious Clay,Karma & Friends,Atlantic Records,59,,1213,12.1,262580,0.26,0.5,0.58,6,-7.637,0,0.0251,0.048,0.0238,0.237,0.446,87.997,165306,4,"alternative r&b, chill r&b, indie r&b, nyc pop, pop",2020-08-12
,Yola,Diamond Studded Shoes,BMG Rights Management,54,,156,1.6,206265,0.21,0.5,0.817,0,-6.17,1,0.0512,0.329,1.6E-06,0.0807,0.562,151.106,204693,4,"indie folk, new americana, uk americana",2009-01-17
,Fresh,Nighttime,BMG Rights Management,26,,961,9.6,137542,0.14,0.5,0.89,1,-6.099,0,0.0391,0.000138,0.581,0.394,0.501,125.156,162766,4,"bubblegrunge, indie punk, london indie",2018-04-26
,Mondo Cozmo,Come On,EMI,39,,547,5.5,213175,0.21,0.2,0.727,0,-3.78,1,0.0458,5.14E-06,5.12E-06,0.255,0.365,171.83,209529,4,alternative americana,2010-04-07
,Fredwave,Shovel,Warner Music Group,35,,105,1.1,296041,0.30,0.4,0.541,7,-13.461,0,0.12,0.544,0.00444,0.17,0.38,104.102,210000,4,,2000-06-23
,Wolf Alice,Bros,BMG Rights Management,57,,441,4.4,194194,0.19,0.6,0.921,4,-8.383,1,0.0697,0.00377,0.462,0.226,0.222,125.98,224720,4,"indie rock, modern alternative rock, modern rock, rock",2007-01-02
,The Futureheads,The Beginning Of The Twist,EMI,43,,459,4.6,201409,0.20,0.4,0.988,5,-2.622,1,0.157,0.00164,0.0,0.286,0.353,155.993,216040,4,"alternative dance, british indie rock, dance-punk, indie rock, modern rock, new rave, north east england indie",2009-03-16
,Magazine,Shot By Both Sides - Remastered,Warner Music Group,44,,1203,12.0,170165,0.17,0.3,0.967,6,-5.655,1,0.0774,0.0278,0.000269,0.0566,0.392,165.92,244320,4,"alternative rock, art punk, art rock, dance-punk, experimental, madchester, new romantic, new wave, post-punk, pub rock, punk, synthpop, uk post-punk",2019-06-07
,The Wallflowers,Roots And Wings,Atlantic Records,48,,224,2.2,278812,0.28,0.6,0.856,7,-5.048,1,0.0312,0.0145,0.0036,0.327,0.843,118.008,234695,4,"alternative rock, mellow gold, neo mellow, pop rock, rock",2021-09-14
,The Orielles,Bobbis Second World,Warner Music Group,42,,1182,11.8,295143,0.30,0.6,0.763,1,-4.361,0,0.0579,0.15,0.00142,0.0704,0.777,111.079,202844,4,"bubblegrunge, chamber psych, west yorkshire indie",2013-04-02
,The Anix,My Eyes,Atlantic Records,47,,593,5.9,175391,0.18,0.4,0.906,0,-4.761,1,0.058,5.12E-05,0.657,0.278,0.227,100.052,315150,4,"cyberpunk, dark clubbing, future rock, industrial metal",2019-06-29
,Generation X,Dancing With Myself,Universal Music Group,53,,577,5.8,129492,0.13,0.4,0.947,4,-3.141,1,0.0729,4.72E-05,0.616,0.662,0.831,176.28,228080,4,"glam punk, pub rock, punk",2012-07-28
,Cake,The Distance,BMG Rights Management,64,,209,2.1,292705,0.29,0.5,0.749,11,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179653,4,"alternative rock, modern rock, pop rock, rock, sacramento indie",2001-11-28
,The Strokes,Last Nite,Warner Music Group,72,,84,0.8,123510,0.12,0.6,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,193051,4,"alternative rock, garage rock, modern rock, permanent wave, rock",2013-02-13
,Bad Waitress,That Sedative,Warner Music Group,35,,1030,10.3,210087,0.21,0.2,0.857,9,-4.325,0,0.0416,5.5E-06,0.839,0.353,0.43,170.136,141404,4,canadian psychedelic rock,2019-12-21
,Liza Anne,Desire,Universal Music Group,26,,964,9.6,154119,0.15,0.7,0.578,7,-5.27,1,0.0301,0.0248,0.00204,0.119,0.587,110.976,179884,4,"indie folk, indie pop",2019-03-19
,Eno • Hyde,Daddys Car,BMG Rights Management,38,,619,6.2,104034,0.10,0.6,0.916,9,-5.861,1,0.0793,0.0368,0.0253,0.125,0.771,120.027,290144,4,electronic rock,2006-08-19
,Mystery Jets,Bubblegum,BMG Rights Management,51,,613,6.1,280728,0.28,0.3,0.723,3,-6.049,1,0.058,0.0232,0.0453,0.485,0.344,81.132,264947,4,"alternative dance, dance-punk, indie rock, modern rock, new rave",2012-04-08
,Catfish and the Bottlemen,Longshot,Atlantic Records,61,,442,4.4,105756,0.11,0.5,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960,4,"modern alternative rock, modern rock, rock, stomp pop, welsh rock",2010-02-13
,Saro,Eyelids,Universal Music Group,44,,445,4.5,191261,0.19,0.6,0.684,6,-7.944,0,0.0393,0.369,0.00258,0.101,0.21,107.953,238056,4,,2013-09-15
,Doug Kaufman,The Garden,Warner Music Group,46,,721,7.2,248210,0.25,0.2,0.243,6,-17.301,1,0.0319,0.917,0.912,0.0657,0.0381,80.187,176062,4,,2018-06-01
,Slow Pulp,Steel Birds,BMG Rights Management,39,,687,6.9,215119,0.22,0.6,0.432,2,-7.305,1,0.0262,0.461,0.00127,0.0972,0.253,140.062,203500,4,"bubblegrunge, chicago indie, indie garage rock, indie pop, indie rock",2000-03-21
,The Groans,Colors,Atlantic Records,24,,1423,14.2,105631,0.11,0.5,0.835,4,-6.128,1,0.0358,0.00225,0.00545,0.151,0.694,134.791,249339,4,"queercore, socal indie",2018-01-27
,The Big Moon,Formidable,Atlantic Records,11,,37,0.4,153124,0.15,0.4,0.65,0,-5.204,1,0.037,0.447,2.56E-06,0.105,0.385,144.802,175800,4,london indie,2014-08-07
,Modest Mouse,We Are Between,EMI,63,,1494,14.9,192795,0.19,0.6,0.91,11,-3.175,0,0.0444,0.00956,0.000301,0.343,0.407,128.973,232907,3,"alternative rock, double drumming, indie pop, indie rock, modern rock, rock, washington indie",2013-11-16
,Bicep,Siena,EMI,55,,180,1.8,101485,0.10,0.8,0.679,2,-8.216,1,0.0448,0.00465,0.93,0.0169,0.387,127.014,242928,4,"ambient house, electronica",2012-06-07
,Kota the Friend,Pomegranate,Atlantic Records,62,,443,4.4,199894,0.20,0.6,0.489,2,-9.157,1,0.444,0.136,0.0,0.0954,0.373,79.175,109638,4,"hip hop, rap, underground hip hop",2021-06-19
,Big Spring,Keep The Lights On Me,Atlantic Records,38,,1237,12.4,169970,0.17,0.4,0.886,7,-6.592,1,0.0647,0.00158,5.44E-06,0.0424,0.382,81.37,227262,4,"modern alternative rock, post-grunge",2004-02-22
,Front Country,Do Re Mi,EMI,19,,326,3.3,156126,0.16,0.7,0.633,7,-7.631,1,0.044,0.0847,1.45E-05,0.106,0.662,92.039,268195,4,"bay area indie, deep new americana, indie folk, progressive bluegrass",2012-03-26
,Sleater-Kinney,Bury Our Friends,Universal Music Group,32,,361,3.6,207363,0.21,0.4,0.932,11,-5.166,0,0.0656,0.0105,0.000129,0.36,0.821,120.0,203813,4,"alternative pop, alternative rock, anti-folk, indie punk, indie rock, lilith, olympia wa indie, riot grrrl",2006-03-20
,Gang Of Four,At Home Hes a Tourist,BMG Rights Management,38,,953,9.5,283452,0.28,0.7,0.518,0,-9.069,1,0.301,0.00721,0.13,0.0969,0.603,138.822,210867,4,"alternative rock, art punk, art rock, dance rock, dance-punk, experimental, funk rock, new wave, post-hardcore, post-punk, punk, uk post-punk",2010-03-30
,The Twilite Tone,I Still Need Love,Warner Music Group,32,,699,7.0,263240,0.26,0.8,0.815,0,-6.181,1,0.0854,0.0273,0.8,0.376,0.59,100.981,148005,4,experimental hip hop,2018-01-20
,Janis Joplin,Piece Of My Heart,Atlantic Records,54,,1148,11.5,178825,0.18,0.5,0.883,4,-3.348,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,253805,4,"blues rock, classic rock, folk rock, psychedelic rock, rock",2000-09-16
,Nothing But Thieves,Amsterdam,EMI,65,,192,1.9,289340,0.29,0.5,0.934,3,-4.561,1,0.242,0.00403,3.48E-05,0.242,0.668,168.062,272240,4,"alternative pop rock, modern alternative rock, modern rock, rock",2013-01-15
,The Lemonheads,Mrs. Robinson,Warner Music Group,63,,871,8.7,233915,0.23,0.5,0.936,11,-7.195,0,0.0398,0.0112,0.000693,0.276,0.834,107.543,224480,4,"alternative pop, alternative rock, boston rock, lilith, pop rock, power pop",2016-02-02
,Midland,Cowgirl Blues,Atlantic Records,0,,1418,14.2,294736,0.29,0.6,0.774,5,-7.302,0,0.0392,0.441,0.00092,0.114,0.861,99.595,238157,4,"neo-traditional country, texas country",2008-04-23
,Marlo The Barbarian,"Real Friends, Fake Friends",Atlantic Records,40,,126,1.3,185416,0.19,0.6,0.801,7,-4.092,0,0.0467,0.288,0.0,0.342,0.516,127.955,204375,4,,2011-09-11
,Gordi,Unready,Warner Music Group,38,,496,5.0,107634,0.11,0.4,0.46,5,-7.412,1,0.0329,0.321,0.000399,0.0907,0.298,109.924,222717,4,"australian electropop, australian indie, australian pop",2013-04-11
,L.A. WITCH,True Believers,BMG Rights Management,28,,1019,10.2,219636,0.22,0.3,0.837,9,-3.526,1,0.0455,0.00172,0.685,0.0604,0.486,185.972,121560,4,"la indie, neo-psychedelic",2001-04-17
,CFCF,Night/Day/Work/Home,EMI,36,,1390,13.9,235536,0.24,0.6,0.835,8,-11.618,0,0.0433,0.00535,0.763,0.0965,0.328,136.997,505018,4,"balearic, chillwave",2004-07-13
,Margo Price,Long Live The King,EMI,40,,1359,13.6,118936,0.12,0.6,0.31,0,-9.965,1,0.0306,0.511,0.000985,0.16,0.131,117.869,289440,3,"alternative country, deep new americana, folk, indie folk, nashville americana, new americana, outlaw country, roots rock, stomp and holler",2015-07-21
,Beck,Chemical,Warner Music Group,43,,431,4.3,272523,0.27,0.5,0.445,9,-6.503,1,0.0268,0.0402,0.000307,0.3,0.143,75.012,258660,4,"alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock",2021-08-16
,Liquid Liquid,Cavern,EMI,45,,560,5.6,152495,0.15,0.7,0.78,7,-9.948,1,0.0538,0.0114,0.735,0.0862,0.317,115.564,319760,4,"dance rock, dance-punk, experimental, no wave, post-punk",2003-03-10
,The White Stripes,Fell In Love With A Girl,Sony Music Entertainment,71,,878,8.8,261229,0.26,0.3,0.982,9,-1.742,0,0.113,0.706,5.93E-05,0.853,0.365,95.517,110093,4,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",2019-05-12
,The White Stripes,The Hardest Button To Button,Universal Music Group,65,,62,0.6,246264,0.25,0.7,0.514,4,-8.489,0,0.0675,0.00972,0.323,0.103,0.553,128.47,212427,4,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",2003-01-21
,The White Stripes,Blue Orchid,EMI,65,,1317,13.2,234787,0.23,0.5,0.645,10,-8.535,0,0.318,0.0863,6.2E-06,0.332,0.612,151.307,157560,4,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, modern rock, permanent wave, punk blues, rock",2020-04-30
,Ouzo Bazooka,Space Camel,Atlantic Records,38,,876,8.8,181286,0.18,0.5,0.931,0,-5.787,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,397813,4,,2002-06-25
,Surfer Blood,Parkland (Into the Silence),EMI,26,,1128,11.3,222751,0.22,0.4,0.828,9,-6.395,1,0.0354,0.0411,0.00942,0.107,0.894,175.883,225987,4,"chillwave, indie pop, indie rock, indie surf, noise pop, nu gaze",2019-07-14
,Weakened Friends,Peel,Warner Music Group,32,,531,5.3,263730,0.26,0.5,0.853,4,-5.361,0,0.064,0.000198,1.05E-05,0.069,0.771,128.056,147293,4,"boston indie, bubblegrunge, diy emo, indie punk, maine indie",2001-01-04
,Faces,Ooh La La - 2015 Remaster,Sony Music Entertainment,60,,1482,14.8,175167,0.18,0.6,0.494,2,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214960,4,"album rock, art rock, blues rock, classic rock, country rock, folk rock, glam rock, hard rock, mellow gold, protopunk, psychedelic rock, pub rock, rock, roots rock, soft rock",2020-04-10
,Major Murphy,In the Meantime,Sony Music Entertainment,28,,124,1.2,147813,0.15,0.6,0.931,4,-5.403,1,0.0411,0.00103,0.000897,0.106,0.59,121.974,226583,4,grand rapids indie,2013-05-11
,Samia,Big Wheel,Warner Music Group,58,,490,4.9,283715,0.28,0.6,0.512,5,-7.759,1,0.0465,0.569,3.87E-05,0.107,0.259,94.96,195773,4,"art pop, bubblegrunge, indie folk, indie pop, indie rock",2004-06-07
,The Horrors,Still Life,Warner Music Group,50,,1172,11.7,176863,0.18,0.4,0.677,7,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091,321133,4,"alternative dance, alternative rock, chamber psych, dance-punk, deep gothic post-punk, dream pop, electronica, essex indie, garage rock, grave wave, indie rock, modern alternative rock, modern rock, new rave, nu gaze, shoegaze",2011-10-01
,The Flaming Lips,The Yeah Yeah Yeah Song,Warner Music Group,39,,864,8.6,158490,0.16,0.6,0.887,4,-4.354,1,0.0475,0.00257,5.18E-05,0.293,0.35,107.984,232520,4,"alternative rock, art rock, indie pop, indie rock, modern rock, noise pop, okc indie, rock",2012-05-02
,Redlight,Every,Atlantic Records,0,,751,7.5,148894,0.15,0.6,0.937,8,-4.314,0,0.0495,0.00349,0.908,0.0509,0.755,126.013,217143,4,"bass house, bass music, bristol electronic, deep groove house, house, pop dance, tropical house, uk dance, uk funky",2005-10-28
,The Dandy Warhols,Bohemian Like You,Sony Music Entertainment,68,,448,4.5,155749,0.16,0.6,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,211707,4,"alternative rock, dance-punk, indie rock, modern rock, rock",2012-09-14
,Sir Sly,High,Warner Music Group,61,,482,4.8,123635,0.12,0.7,0.733,2,-5.576,1,0.0352,0.00705,0.00753,0.0565,0.726,122.975,231897,4,"electropop, indie pop, indie poptimism, indie rock, indietronica, la indie, modern alternative rock, modern rock, rock, shimmer pop",2018-12-04
,Psymon Spine,Milk,Warner Music Group,34,,1402,14.0,289462,0.29,0.8,0.476,0,-8.069,0,0.0969,0.213,0.0177,0.106,0.598,107.004,254461,4,,2020-06-16
,Mac Leaphart,That Train,Warner Music Group,34,,127,1.3,296180,0.30,0.5,0.965,7,-5.358,1,0.0409,0.044,3.02E-05,0.476,0.793,162.027,342606,4,"deep new americana, roots americana",2001-06-30
,David Bowie,Changes - 1999 Remaster,EMI,37,,108,1.1,182232,0.18,0.5,0.355,0,-11.241,1,0.0363,0.357,0.0,0.132,0.39,113.994,214573,4,"art rock, classic rock, glam rock, permanent wave, rock",2017-12-16
,Eels,Susans House,Sony Music Entertainment,42,,287,2.9,259870,0.26,0.7,0.439,3,-11.845,1,0.0396,0.222,0.218,0.31,0.432,80.493,223800,4,"alternative rock, melancholia",2011-06-08
,lael,300 nights,EMI,39,,521,5.2,209601,0.21,0.7,0.572,2,-7.462,1,0.0439,0.326,0.000115,0.122,0.217,90.004,146667,4,,2008-05-30
,Talking Heads,Take Me to the River,Universal Music Group,3,,368,3.7,277836,0.28,0.7,0.485,2,-8.101,1,0.0258,0.244,0.0102,0.0585,0.828,99.828,302520,4,"art punk, art rock, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",2021-07-16
,Villagers,The First Day,Sony Music Entertainment,55,,776,7.8,182916,0.18,0.5,0.669,10,-4.95,1,0.0336,0.0802,7.74E-05,0.422,0.486,134.008,250480,4,"chamber pop, indie folk, indie rock, stomp and holler",2020-08-06
,Maddie Medley,Buzz,Warner Music Group,46,,90,0.9,150654,0.15,0.5,0.385,8,-8.546,1,0.0298,0.312,0.0369,0.108,0.115,173.945,261476,4,nashville singer-songwriter,2006-09-20
,Lukas Nelson and Promise of the Real,Turn Off The News (Build A Garden) - Acoustic,Universal Music Group,40,,944,9.4,256652,0.26,0.4,0.292,1,-6.762,1,0.0311,0.623,0.0,0.0998,0.433,166.626,181350,4,"deep new americana, jam band, modern blues rock, new americana, roots rock",2013-11-16
,Brigitte Bardot,Bonnie And Clyde,Universal Music Group,26,,1222,12.2,200156,0.20,0.5,0.632,2,-11.844,0,0.0568,0.0896,0.0,0.261,0.582,97.239,253573,4,"chanson, ye ye",2000-12-11
,Temples,Shelter Song,Atlantic Records,47,,715,7.2,190961,0.19,0.5,0.898,9,-3.321,1,0.0372,0.000219,0.000109,0.173,0.536,126.054,190558,4,neo-psychedelic,2002-12-23
,Pocket,Different Ways To Love You,BMG Rights Management,40,,1470,14.7,255331,0.26,0.7,0.704,4,-7.381,0,0.0559,0.0154,0.598,0.68,0.0965,136.999,231241,4,,2008-05-04
,Nick Drake,One Of These Things First,Atlantic Records,59,,1376,13.8,250301,0.25,0.6,0.37,4,-18.45,1,0.0362,0.836,0.346,0.0954,0.666,90.339,290733,3,"art rock, british folk, folk, folk rock, freak folk, melancholia, rock, singer-songwriter",2020-07-04
,Steep Canyon Rangers,Honey on My Tongue,BMG Rights Management,47,,1062,10.6,237747,0.24,0.4,0.566,0,-6.234,1,0.0347,0.582,3.51E-06,0.11,0.423,181.783,203347,4,"banjo, bluegrass, neo-traditional bluegrass, new americana, old-time, progressive bluegrass",2014-03-14
,Wand,Scarecrow,Sony Music Entertainment,37,,1127,11.3,120248,0.12,0.6,0.883,9,-6.683,1,0.0567,0.242,0.454,0.11,0.38,108.005,317507,4,"freak folk, garage psych, indie garage rock, neo-psychedelic, nu gaze",2004-07-31
,Kaiser Chiefs,Ruby,Warner Music Group,62,,26,0.3,247354,0.25,0.4,0.934,5,-3.398,0,0.0501,0.00604,6.66E-06,0.0779,0.401,93.43,202800,4,"alternative rock, dance-punk, modern rock, rock",2005-11-21
,Jaime Wyatt,Sweet Mess,Universal Music Group,32,,335,3.4,262472,0.26,0.5,0.242,2,-7.03,1,0.0288,0.546,0.000443,0.0751,0.174,115.935,345001,4,"alternative country, new americana, roots americana",2021-05-10
,Justice,We Are Your Friends - Justice Vs Simian,Atlantic Records,61,,476,4.8,246276,0.25,0.6,0.97,9,1.342,0,0.119,0.0104,0.384,0.178,0.507,122.993,262773,4,"alternative dance, dance-punk, electronica, filter house, new rave",2013-07-07
,Rise Against,"Broken Dreams, Inc.",Universal Music Group,56,,402,4.0,174065,0.17,0.3,0.976,1,-5.231,1,0.12,0.000113,0.0,0.293,0.463,166.939,231938,4,"chicago hardcore, chicago punk, hardcore punk, pop punk, punk",2018-03-16
,The Kills,Cheap And Cheerful - Sebastian remix,Universal Music Group,43,,752,7.5,172036,0.17,0.6,0.781,8,-5.877,1,0.252,0.00375,3.41E-05,0.133,0.265,128.972,356400,4,"alternative dance, alternative rock, dance-punk, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, new rave, rock",2012-02-25
